id;label;function;year;place_print
927;Johan Lodewyk Schuer & Agneta Pinart;Bruidspaar;1724.0;
928;Arnoldus Henricus Westerhovius;Auteur;;
929;Thomas Meyer & Johanna La Clé;Bruidspaar;1724.0;
930;Isaac Sweers (Jr);Auteur;;
931;Leendert Jansz de Neufville & Agneta de Wolff;Bruidspaar;1724.0;
932;T.O.;Auteur;;
933;Lucas Bardon & Anna Groenewoud;Bruidspaar;1725.0;
934;Aarnout Aarnoutsz Clignet & Katharina Gasparine van der Meulen;Bruidspaar;1725.0;
935;Philadelphus;Auteur;;
936;A.S.;Auteur;;
937;Hendrik Stadlander & Emelia van Vollenhoven;Bruidspaar;1725.0;
938;Jan Buyssant & Geertruyd Vergoes;Bruidspaar;1725.0;
939;Anthony Hoorens;Drukker;;Haarlem
940;Joan Nicolaasz Marcus & Dorothea Goltz;Bruidspaar;1725.0;
941;Joannes II Kannewet;Drukker;;Amsterdam
942;Gerardus Wilhelmus Goltz;Auteur;;
943;A.W. Marcus;Auteur;;
944;Jan van den Bergh & Wyntje Daam;Bruidspaar;1725.0;
945;Jan Mol;Auteur;;
946;Gerrit van der Veer;Auteur;;
947;J.M.;Auteur;;
948;Jan Boonen & Catharina Schutte;Bruidspaar;1725.0;
949;Hendrik Schutte;Auteur;;
950;Pieter Broes;Auteur;;
951;N.V.L.;Auteur;;
952;Gerrit Bruin;Auteur;;
953;Jan van Bremen & Anna Moubach;Bruidspaar;1725.0;
954;Abraham Moubach;Auteur;;
955;Pieter de Nes & Josina Centen;Bruidspaar;1725.0;
956;Jan (Jr) Brandt & Maria Lups;Bruidspaar;1725.0;
957;Jacob Brandt;Auteur;;
958;Jean Lanting;Auteur;;
959;Willem Butler;Auteur;;
960;J.B.;Auteur;;
961;Willem van Dyk & Hendrina Brandt;Bruidspaar;1725.0;
962;Juriaan van Dyk;Auteur;;
963;Regnerus van Dyk;Auteur;;
964;J.G. Stierlin;Auteur;;
965;Hermanus Smit & Engelina Maria Geelmuyden;Bruidspaar;1725.0;
966;Johannes I Strander;Drukker;;Amsterdam
967;C. Smit;Auteur;;
968;Willem Boeken;Auteur;;
969;Johannes Smit;Auteur;;
970;Balthazar Nolthenius & Johanna Boel;Bruidspaar;1725.0;
971;Catharina Oillaarts;Auteur;;
972;Hendrik Hendriksz Boel;Auteur;;
973;Jan Isaac Robidé;Auteur;;
974;S. van de Velde;Auteur;;
975;Jan Melchiorsz van den Bosch;Auteur;;
976;Bernardus van Gerrevink;Auteur;;
977;Hendrik Hendriksz Boel & Cornelia van Leeuwen;Bruidspaar;1725.0;
978;Adrianus Molengraaf;Auteur;;
979;Willem van Doorn;Auteur;;
980;Balthazar Nolthenius;Auteur;;
981;Fredrik Duim;Auteur;;
982;Joannes (Jr) Linklaan & Anna Rentink;Bruidspaar;1725.0;
983;Helena Linklaan;Auteur;;
984;Wynant Linklaan;Auteur;;
985;Pieter La Clé & Johanna Lulofs;Bruidspaar;1725.0;
986;Jan van Leeuwen & Helena Claver;Bruidspaar;1725.0;
987;Jan van Cralingen;Auteur;;
988;Hermanus van Reyneveld;Auteur;;
989;Assuerus Issendorp & Johanna Graan;Bruidspaar;1725.0;
990;F.G.;Auteur;;
991;I.I.D. Issendorp;Auteur;;
992;Thomas de Vogel & Elisabeth Bosch;Bruidspaar;1725.0;
993;Daniël Adrianus Beukelaar & Anna Alida Pott;Bruidspaar;1725.0;
994;David van Royen (1699-1764) & Catharina van den Bergh;Bruidspaar;1725.0;
995;Adrianus van Royen;Auteur;;
996;Johannes Schroder;Auteur;;
997;Michaël Smith & Sara Clemens;Bruidspaar;1725.0;
998;T.H.;Auteur;;
999;Willem van Brienen & Anna de Jongh;Bruidspaar;1725.0;
1000;Jan Hendriksz Waliën & Geertruit Eppenhof;Bruidspaar;1726.0;
1001;J. Waliën;Auteur;;
1002;F.R.;Auteur;;
1003;Hieronimus Slicher & Catharina Cornelia Temminck;Bruidspaar;1726.0;
1004;Egbert de Vry Temminck;Auteur;;
1005;Willem Blaauw & Johanna Schoemaker;Bruidspaar;1726.0;
1006;Jan Abraham Willink;Auteur;;
1007;Hendrik (Jr) Graauwhart & Anna Catharina Meysenheym;Bruidspaar;1726.0;
1008;Hendrik (Jr) Meysenheym;Auteur;;
1009;Johan van Sypesteyn;Auteur;;
1010;J.F.L.;Auteur;;
1011;Nicolaas Capelle;Auteur;;
1012;Andries van Schaeck & Katharina Haak;Bruidspaar;1726.0;
1013;Abraham Twartt & Anna Langeraat;Bruidspaar;1726.0;
1014;Johannes van Septeren;Auteur, Drukker;;Amsterdam
1015;Johannes Bremer & Katharina van der Hoeff;Bruidspaar;1726.0;
1016;Jan Spiering & Christina van Leeuwen;Bruidspaar;1726.0;
1017;Stephanus Spiering;Auteur;;
1018;M.L.V.;Auteur;;
1019;Matthys Beuning & Christina Luyken;Bruidspaar;1726.0;
1020;Antonius de Lanoy;Auteur;;
1021;Franciscus van Oudendorp & Sara Torrenius;Bruidspaar;1726.0;
1022;Jacobus Philippus d' Orville;Auteur;;
1023;Petrus d' Orville;Auteur;;
1024;Theodorus Haganaeus;Auteur;;
1025;Willem Ostens;Auteur;;
1026;F. Roswinkel;Auteur;;
1027;Jan van Vollenhoven & Anna Brunink;Bruidspaar;1726.0;
1028;D.R.;Auteur;;
1029;Jan (Jr) Wenkink & Belia van Nuld;Bruidspaar;1727.0;
1030;Paulus Jansz Wenkink;Auteur;;
1031;P.R.D.;Auteur;;
1032;Jacob Brandt & Maria Geertruid Beudeker;Bruidspaar;1727.0;
1033;Jan Cloppenburg;Auteur;;
1034;Mathys Romswinckel & Constantia Elout;Bruidspaar;1727.0;
1035;G.V.L.;Auteur;;
1036;Isaak Muyssart & Clara Hillegonda van Collen;Bruidspaar;1727.0;
1037;Jacob Hagen & Hester Emerentia Kruydenier;Bruidspaar;1727.0;
1038;Claas Kruydenier;Auteur;;
1039;Jacobus van der Strengh & Sara Goris;Bruidspaar;1727.0;
1040;J.W. Hazebroek;Auteur;;
1041;Cornelis van der Strengh;Auteur;;
1042;Leonard Goris;Auteur;;
1043;Jan Claus & Anna Maria Haasbaart;Bruidspaar;1727.0;
1044;Warner Lulofs;Auteur;;
1045;Magdalena Lulofs geb. Claus;Auteur;;
1046;Hendrick van der Pals;Auteur;;
1047;Anna Maria van der Pals geb. Lulofs;Auteur;;
1048;Jan (Jr.) Claus;Auteur;;
1049;Elisabet Claus;Auteur;;
1050;Joan Wilhelm Claus van Laar;Auteur;;
1051;S. Claus van Laar;Auteur;;
1052;Simon Doekes;Auteur;;
1053;Jan de Witt;Auteur;;
1054;Warner Doekes;Auteur;;
1055;Josua Ottens & Johanna Jacoba de Lint;Bruidspaar;1727.0;
1056;Casparus Henricus van Heimenberg;Auteur;;
1057;Abraham de Haen (1707-1748);Auteur;;
1058;Hendrik Post;Auteur;;
1059;Petrus d' Orville & Maria Jacoba de Bruyn;Bruidspaar;1727.0;
1060;Jacobus Philippus d'Orville;Auteur;;
1061;Hendrik Timmerman & Johanna Amsterdam;Bruidspaar;1727.0;
1062;Frans Robidé;Auteur;;
1063;Willem Hendrik Schlosser & Maria Petronella Beeldsnijder;Bruidspaar;1727.0;
1064;L.V.J.J.;Auteur;;
1065;W.M.;Auteur;;
1066;Petrus Nahuys & Johanna Louiza Couck;Bruidspaar;1728.0;
1067;Albertus Lyklama à Nijeholt;Auteur;;
1068;Pieter Leendert de Neufville & Catharina de Wolff;Bruidspaar;1728.0;
1069;Cornelis Lelivelt;Auteur, Drukker;;Amsterdam
1070;Daniel Des Ruelles & Margareta Johanna Vederman;Bruidspaar;1728.0;
1071;Gerbrand Vederman;Auteur;;
1072;C. Vederman;Auteur;;
1073;Ferdinand van Collen (1708-1789) & Juliana Helena Muyssart;Bruidspaar;1728.0;
1074;Rutgerus Braamcamp & Jacoba Francisca van Malsen;Bruidspaar;1728.0;
1075;Gerrit W.K.L.T. Braamcamp;Auteur;;
1076;Pieter Teyler van der Hulst & Helena Wynands Verschaave;Bruidspaar;1728.0;
1077;Jan Olthoff;Auteur;;
1078;Govert Klinkhamer;Auteur;;
1079;Pieter (Jr) Merkman & Anna Katharina Kimmel;Bruidspaar;1728.0;
1080;Pieter Merkman (Jr);Auteur;;
1081;Pieter Matthias Bartels & Petronella Elizabeth van Uchelen;Bruidspaar;1728.0;
1082;Toussaint A.M.D.R.;Auteur;;
1083;Guiliam F.K. Domis;Auteur;;
1084;Cornelis van der Strengh & Hillegonda Duyf;Bruidspaar;1729.0;
1085;Gerrit Bouman;Auteur, Drukker;;Amsterdam
1086;Adriaan Jacobsz van Ommering;Auteur;;
1087;Johannes Meyer;Auteur;;
1088;Jan Joostsz van Eik & Leonora de Vogel;Bruidspaar;1729.0;
1089;Wilhem Suderman;Auteur;;
1090;Pieter Klinkert;Auteur;;
1091;Abraham Meylincq;Auteur;;
1092;Bernardus de Bosch;Auteur;;
1093;Jan Held & Sofia van Laar;Bruidspaar;1729.0;
1094;Isaäk Buissant & Petronella Heems;Bruidspaar;1729.0;
1095;Willem Buissant;Auteur;;
1096;Abraham Heems;Auteur;;
1097;Pieter van Nieuwersluys & Ursula Terwen;Bruidspaar;1729.0;
1098;Jan T.S. Terwen;Auteur;;
1099;Gerard Vygh & Margareta Kops;Bruidspaar;1729.0;
1100;Petrus Smidt;Auteur;;
1101;Egbert de Vry Temminck & Margareta Temminck;Bruidspaar;1729.0;
1102;François Brouwerius & Maria Halma;Bruidspaar;1729.0;
1103;Volkert van Koopstadt & Katharina Pott;Bruidspaar;1729.0;
1104;Jan Terwen;Auteur;;
1105;Stephanus Spiering & Maria Kox;Bruidspaar;1729.0;
1106;W.S.V.W.;Auteur;;
1107;Iperus Ameland & Helena van der Linde;Bruidspaar;1729.0;
1108;R. van der Linde;Auteur;;
1109;Barnardus de Reus & Maria Groenewoud;Bruidspaar;1729.0;
1110;Abraham Gallé & Helena van Aalst;Bruidspaar;1729.0;
1111;Koenraad Groenewoud & Joanna Hilverdink;Bruidspaar;1729.0;
1112;T. Selgersma;Auteur;;
1113;Tobias Schryver & Rebekka Nieuwenhuis;Bruidspaar;1729.0;
1114;Adriaan Verduyn & Catharina Bakker;Bruidspaar;1729.0;
1115;Pierre de Campdomerc;Auteur;;
1116;J.J. de Campdomerc;Auteur;;
1117;J.C.;Auteur;;
1118;Joannes Fredericus Gronovius & Joanna Suzanna Alensoon;Bruidspaar;1729.0;
1119;Christiaan Steenberg & Johanna Westerhout;Bruidspaar;1729.0;
1120;Isaac S.W.B. Boonen;Auteur;;
1121;Arnold Boonen;Auteur;;
1122;Aernoud Revius & Sibilla Clasina Oosterwyk;Bruidspaar;1730.0;
1123;L.P.;Auteur;;
1124;Abraham van Ruster & Catharina van den Bergh;Bruidspaar;1730.0;
1125;Adriaan Jacobsz van Ommering & Maria Louff;Bruidspaar;1730.0;
1126;Hendrik Stockinck;Auteur, Drukker;;Amsterdam
1127;Jan Jacobsz van Ommering;Auteur;;
1128;Jacobus Jacobsz van Ommering;Auteur;;
1129;Jacob Terwen & Suzanna Wynands;Bruidspaar;1730.0;
1130;Nicolaas Verheyde;Auteur;;
1131;Izaak Hope & Maria van Vlierden;Bruidspaar;1730.0;
1132;Arnold Willis;Auteur, Drukker;;Rotterdam
1133;Nikolaes Versteeg;Auteur;;
1134;A.H.;Auteur;;
1135;Pieter Pietersz de Wolf & Ursula van Meekeren;Bruidspaar;1730.0;
1136;Isaak Beukelaar & Cornelia Snappers;Bruidspaar;1730.0;
1137;Egidius Beukelaar;Auteur;;
1138;Johannes Beukelaar;Auteur;;
1139;C.V.A.;Auteur;;
1140;Geertruid Beukelaar;Auteur;;
1141;Anna Catharina Beukelaar;Auteur;;
1142;Helena Maria Beukelaar;Auteur;;
1143;Willem van Vollenhoven & Catharina Wilhelmina Brunink;Bruidspaar;1730.0;
1144;Jan Sandyk & Maria Catharina Baalde;Bruidspaar;1730.0;
1145;Cornelis Bouquet & Petronella Uytwerf;Bruidspaar;1730.0;
1146;Theodoor van Snakenburg & Friderica Albinus;Bruidspaar;1731.0;
1147;Hendrik Schim;Auteur;;
1148;Jacob Hoofman & Margareta Heems;Bruidspaar;1731.0;
1149;Geertruyd van Kessel;Drukker;;Haarlem
1150;Johan Graafland (1697-1767) & Catharina van Aferen;Bruidspaar;1731.0;
1151;David Ruarus;Drukker;;Amsterdam
1152;Jan Balde;Auteur;;
1153;Albertus Hodshon & Johanna van der Hoeff;Bruidspaar;1731.0;
1154;Abraham Masurel & Anna Catharina Koop van Groen;Bruidspaar;1731.0;
1155;Harmanus Koster & Clasina Post;Bruidspaar;1731.0;
1156;Izaäk van Westerkappel & Maria Koster;Bruidspaar;1731.0;
1157;Johannes Meyer & Clara Bel;Bruidspaar;1732.0;
1158;Magdalena Reen geb. Pollius;Auteur;;
1159;A. Grendel;Auteur;;
1160;Lucas Pater;Auteur;;
1161;Jacobus Issendorp & Johanna Hartwyk;Bruidspaar;1732.0;
1162;Hendrina Hartwyk;Auteur;;
1163;Jurian Hartwyk;Auteur;;
1164;Jacob Kinkeed & Agneta Cobbe;Bruidspaar;1732.0;
1165;Petrus Cobbe;Auteur;;
1166;H. Wesselink;Auteur;;
1167;Jacobus Philippus d' Orville & Elizabeth Maria van Ryn;Bruidspaar;1732.0;
1168;Carolus van Heusden;Auteur;;
1169;Antoni Warin;Auteur;;
1170;Pieter Kinkeed & Johanna Françoise Oosterwyk;Bruidspaar;1733.0;
1171;Abraham de Haen (1707-1748) & Katharina van Hoek;Bruidspaar;1734.0;
1172;Evert Claver & Magdalena Lulofs;Bruidspaar;1734.0;
1173;Helena Claver;Auteur;;
1174;Jannetje Claver;Auteur;;
1175;Willem Hiddinck;Auteur;;
1176;Arnold Boonen & Johanna Beun;Bruidspaar;1734.0;
1177;Gerard Clemens;Auteur;;
1178;Jan van der Souw;Auteur;;
1179;Isaac Boonen;Auteur;;
1180;Jacob Nebbens;Auteur;;
1181;Jan de Marre;Auteur;;
1182;Jan Luyken;Auteur;;
1183;Adrianus van Royen & Adriana Johanna Wesselius;Bruidspaar;1734.0;
1184;Herman Boerhaave;Auteur;;
1185;Arent van Dalen & Katarina de Remaux;Bruidspaar;1735.0;
1186;Pieter Fontein & Jozina Stol;Bruidspaar;1736.0;
1187;Dirk Smits;Auteur;;
1188;Josua van der Poorten;Auteur;;
1189;A. van Vollenhoven;Auteur;;
1190;Arnout Wilhemsz van Citters & Sara Jacoba Ockersse;Bruidspaar;1737.0;
1191;Gerrit Tielenburg;Drukker;;Amsterdam
1192;Matheus de Ruuscher;Auteur;;
1193;Jan Backer & Anna Katharina ten Grootenhuis;Bruidspaar;1737.0;
1194;Jacob Sydervelt & Maria van Oosterwyk;Bruidspaar;1738.0;
1195;Willem Munter & Catharina Cornelia Backer;Bruidspaar;1739.0;
1196;Jacob Fabrice Burman & Anna van der Strengh;Bruidspaar;1740.0;
1197;Louis Philippe Serrurier;Auteur;;
1198;Theodorus Paludanus;Auteur;;
1199;Dirk Willink;Auteur;;
1200;Josua van der Poorten & Hillegonda Josina van Eik;Bruidspaar;1740.0;
1201;Justus van Maurik;Auteur;;
1202;Gerard Westerwyk;Auteur;;
1203;Jan van Wylik;Auteur;;
1204;Simon d'Amour;Auteur;;
1205;Frans de Haes (1708-1761);Auteur;;
1206;A. Blok;Auteur;;
1207;Gerrit Blaaupot;Auteur;;
1208;Abraham Suderman;Auteur;;
1209;Matthijs Straalman;Auteur;;
1210;E.C.;Auteur;;
1211;Frans van Steenwyk;Auteur;;
1212;Abraham de (1707-1748) Haen;Auteur;;
1213;F.B.S.;Auteur;;
1214;Andries Oortman & Anna Hooft;Bruidspaar;1741.0;
1215;Isaak Tirion;Drukker;;Amsterdam
1216;Johannes Fredericus Reitz;Auteur;;
1217;Abraham Westerhoff;Auteur;;
1218;Pieter Dionysz Oortman;Auteur;;
1219;H.V.;Auteur;;
1220;Justus van Maurik & Francina Teyler;Bruidspaar;1741.0;
1221;Christina Leonora de Neufville;Auteur;;
1222;Frans de Haes;Auteur;;
1223;Jakob Kortebrant;Auteur;;
1224;Anthony Jacob Bierens;Auteur;;
1225;Adriaan Du Val & Helena Arendina van der Kars;Bruidspaar;1742.0;
1226;Antonius Faber;Auteur;;
1227;Kornelis Trioen;Auteur;;
1228;Thomas Mess;Auteur;;
1229;Servatius van de Coppello;Auteur;;
1230;Anna Agneta Trioen;Auteur;;
1231;Jan Mannoury & Maria Bruynenburgh;Bruidspaar;1742.0;
1232;D. Heerde;Auteur;;
1233;Anthony Bartelink;Auteur;;
1234;Pieter van Schuylenburch & Maria Machteld van Sypesteyn;Bruidspaar;1743.0;
1235;Jan Bosch;Auteur, Drukker;;Haarlem
1236;Jan S.H.R. Bosch;Auteur;;
1237;Jan Hondius;Auteur;;
1238;Abraham van Beaumont;Auteur;;
1239;Albert van Meurs & Anna van Swanenburg;Bruidspaar;1744.0;
1240;Gerard Hugaert & Femina Heems;Bruidspaar;1745.0;
1241;Femina Heems;Auteur;;
1242;Jacob Hoofman;Auteur;;
1243;Willem Philipsz Kops;Auteur;;
1244;Samuel I Luchtmans & Cornelia van Musschenbroek;Bruidspaar;1746.0;
1245;Samuel II Luchtmans;Auteur;;
1246;Johannes Luchtmans;Auteur;;
1247;Johanna Katharina Luchtmans;Auteur;;
1248;Pieter Luchtmans;Auteur;;
1249;Kornelia Luchtmans;Auteur;;
1250;Johan van Loon & Maria Backer;Bruidspaar;1746.0;
1251;Mattheus Willem van Valkenburg & Christina Wynanda Le Leu de Wilhem;Bruidspaar;1747.0;
1252;Hermannus Joannes Egberts;Auteur;;
1253;Mauritius Willem Le Leu de Wilhem;Auteur;;
1254;A. Pietersz Reuvens;Auteur;;
1255;Hermannus van Alphen & Maria van Musschenbroek;Bruidspaar;1748.0;
1256;Harmanus Asschenbergh & Gozewina Mulders;Bruidspaar;1749.0;
1257;Pieter Meyer;Auteur, Drukker;;Amsterdam
1258;Harmanus Asschenbergh;Auteur;;
1259;Aart Asschenbergh;Auteur;;
1260;Jacob Hulk;Auteur;;
1261;Pieter Huisinga Bakker;Auteur;;
1262;Kornelis Elzevier;Auteur;;
1263;Jacob Lutkeman;Auteur;;
1264;Jan de Timmerman;Auteur;;
1265;Jan de Kruyff & Anna Wibrandina Tiboel;Bruidspaar;1750.0;
1266;Ernst Willem Higt;Auteur;;
1267;Wilhelm Musketier;Auteur;;
1268;Jan Althuysen;Auteur;;
1269;Fredrik Dirk de Ram & Willemina van den Bergh;Bruidspaar;1751.0;
1270;De Broen;Drukker;;Amsterdam
1271;Gerred de II Broen;Auteur;;
1272;J.O. van den Bergh;Auteur;;
1273;L.J. de Ram;Auteur;;
1274;E. van den Bergh;Auteur;;
1275;Jan Wils;Auteur;;
1276;Willem Sobbe;Auteur;;
1277;J.L.;Auteur;;
1278;Joannes Badon;Auteur;;
1279;Jan Six (1730-1779) & Susanna Catharina Bors van Waveren;Bruidspaar;1751.0;
1280;Salomon Schouten;Drukker;;Amsterdam
1281;Jan Pieter Theodoor Huydecoper;Auteur;;
1282;Joan Andriesz Calkoen;Auteur;;
1283;François Lentfrinck;Auteur;;
1284;Jan van Dyk;Auteur;;
1285;Willem Philipsz Kops & Catharina van Vollenhoven;Bruidspaar;1752.0;
1286;Anthony Hartsen;Auteur;;
1287;Jan van Varelen;Auteur;;
1288;Lucretia Wilhelmina van Merken;Auteur;;
1289;Philip Kops & Hester Barnaart;Bruidspaar;1755.0;
1290;Willem Kops;Auteur;;
1291;Paulus Timmerman & Magdalena Camp;Bruidspaar;1614.0;
1292;Paulus Aertsz van Ravesteyn;Drukker;;Amsterdam
1293;Jeremias Plancius & Elisabet de Marez;Bruidspaar;1615.0;
1294;D. Plancius;Auteur;;
1295;H. Vogelius;Auteur;;
1296;Daniel Mostart;Auteur;;
1297;Rombout Jacobsen & Hillegonda van Baesdorp;Bruidspaar;1616.0;
1298;Hans Martens & Angnita Jansd Engels;Bruidspaar;1616.0;
1299;Mathaeus Cleinaert & Eerlant Lambert;Bruidspaar;1616.0;
1300;Henricus Velthusius;Auteur;;
1301;Cornelis van Coeschot & Catarina van Gisselen;Bruidspaar;1616.0;
1302;Bartholomeus van Mildert & Elizabeth Flores;Bruidspaar;1616.0;
1303;Abraham van Mildert;Auteur;;
1304;Hendrick Martens & Anneken Jansd;Bruidspaar;1616.0;
1305;Gerrit Martens;Auteur;;
1306;Quintyn Claesz Delleman & Lucretia Sluyters;Bruidspaar;1617.0;
1307;Govert Boelisz & Margrieta Adriaens;Bruidspaar;1617.0;
1308;Jacobus van Cralingen & Magdalena van Soest;Bruidspaar;1617.0;
1309;I. Striemes;Auteur;;
1310;Meynert van Buren & Diewer Jacobs;Bruidspaar;1617.0;
1311;Meynert Pietersz Voskuyl;Auteur;;
1312;Abraham Maior & Martyntjen Harmans;Bruidspaar;1617.0;
1313;Hendrick Evertsz Paes & Katharina de Harduyn;Bruidspaar;1617.0;
1314;Anthonius van Hede & Margarita van Halewyn;Bruidspaar;1618.0;
1315;Daniel Martens & Geertruda Hem;Bruidspaar;1618.0;
1316;Cornelis Kanter & Elisabet Lamberts;Bruidspaar;1618.0;
1317;Theodoor Rodenburg;Auteur;;
1318;Cornelis Dieryckz & Magdalena Ruts;Bruidspaar;1618.0;
1319;Pieter Benoyt & Anna de Marez;Bruidspaar;1618.0;
1320;Gerbrant Adriaensz Brederode;Auteur;;
1321;Dieryck Ysbrantsz Rodenburg & Catharina Boelen;Bruidspaar;1618.0;
1322;Peter Le Febvre & Nicole Wymer;Bruidspaar;1618.0;
1323;Gysbert Coning & Aefken Jans;Bruidspaar;1618.0;
1324;Daniel Vorstens & Cornelia Michielsd;Bruidspaar;1618.0;
1325;Nicolaas Jans & Margareta Stoffels;Bruidspaar;1618.0;
1326;Hendrick van Dortmont & Catarina Assenborghs;Bruidspaar;1618.0;
1327;Joannes Roelants;Auteur;;
1328;Caspar Celos & Helena Spees;Bruidspaar;1618.0;
1329;Justus Coppier & Jacoba van Teylingen;Bruidspaar;1618.0;
1330;Anthoni Aertsz & Hillegont Laurensd;Bruidspaar;1618.0;
1331;Lucas van Valckenburgh & Susanna Coeymans;Bruidspaar;1619.0;
1332;Jan Jacobsz Kan & Elizabeth Pieters Krabbemoers;Bruidspaar;1619.0;
1333;Dirck Pietersz Brugman & Geertruyd Hermans Overwater;Bruidspaar;1619.0;
1334;Jacob Jansz Colevelt;Auteur;;
1335;J. Coevershof;Auteur;;
1336;Joannes Boddens & Susanna Rudts;Bruidspaar;1619.0;
1337;Jean Klocker & Maria Drumez;Bruidspaar;1619.0;
1338;Jan Jacobsz. Kan & Elisabeth Pieters Krabbemoers;Bruidspaar;1619.0;
1339;Joan Vernat & Sara van Gheel;Bruidspaar;1620.0;
1340;Jaques Jacobsz Rombouts & Maria Françoisd Du Gardyn;Bruidspaar;1621.0;
1341;Burgert van der Wael;Auteur;;
1342;Emanuel Colijn de Thovoyon & Catharina Cloppenburg;Bruidspaar;1622.0;
1343;Jan Jansz van Geel & Elisabeth Lampsius;Bruidspaar;1623.0;
1344;Jaques Jacobsz Rombouts;Auteur;;
1345;Alard Krombalck & Maria Tesselschade Roemers Visscher;Bruidspaar;1623.0;
1346;Joost van den Vondel;Auteur;;
1347;Christiaen Bochellion & Catharina de Wulf;Bruidspaar;1624.0;
1348;Cornelis Leendertsz Keyser & Hillegont Menten;Bruidspaar;1626.0;
1349;C.A. Keyser;Auteur;;
1350;Abraham Heydanus & Sara Looten;Bruidspaar;1627.0;
1351;Johannes H.A. Heydanus;Auteur;;
1352;Barend Lampe & Maria van Ravesteyn;Bruidspaar;1629.0;
1353;Henricus Geldorpius & Cornelia Elberts Pool;Bruidspaar;1631.0;
1354;Tobias Gutberleth;Auteur;;
1355;Johannes Gerhardia Besten;Auteur;;
1356;Arent Arentsz Haeck & Aeltjen Willems van Sengwerdt;Bruidspaar;1632.0;
1357;Arnoldus van G.D. Sengwerdt;Auteur;;
1358;Willem van Weely & Anna ten Hoof;Bruidspaar;1634.0;
1359;Jan van Arp;Auteur;;
1360;Hendrick Meurs & Judith Kotermans;Bruidspaar;1635.0;
1361;A. de Brull;Auteur;;
1362;Franciscus Sylvius & Anna de Linge;Bruidspaar;1649.0;
1363;Jacob Heyblocq & Maria de Lange;Bruidspaar;1650.0;
1364;Job van Meekeren;Auteur;;
1365;Gillis van Dulken & Janneken de Buus;Bruidspaar;1651.0;
1366;Jacob Steendam;Auteur;;
1367;Adriaen van Diephout & Anna Take;Bruidspaar;1674.0;
1368;Jacob Wijbrantsz Schaaf & Sara Leenderts van der Styl;Bruidspaar;1675.0;
1369;Bartholomeus van Gent;Auteur;;
1370;Pieter Haak van Hoven & Margareta Tael;Bruidspaar;1677.0;
1371;Tobias Slagregen & Johanna van Westerhoven;Bruidspaar;1678.0;
1372;Abraham Vederman & Ida Gravius;Bruidspaar;1678.0;
1373;Joannes Witma;Auteur;;
1374;Temotheus van Rofhuizen & Maria Bloodts;Bruidspaar;1679.0;
1375;Reiner Gysbertsz Fontein & Ybeltje Hermans Nauta;Bruidspaar;1680.0;
1376;Joannes de Komans Canjoncle;Auteur;;
1377;Gerard van Oosten & Anna Catharina Luyken;Bruidspaar;1681.0;
1378;Samuel Bosch;Auteur;;
1379;Pieter de Wit & Magdaleene van Damme;Bruidspaar;1682.0;
1380;Jacobus van Santen;Auteur;;
1381;Jan de Wys & Catharina van Os;Bruidspaar;1683.0;
1382;Sybrand Feitama;Auteur;;
1383;Harmannus Amya & Catharina de Vogelaar;Bruidspaar;1683.0;
1384;Michiel Elias;Auteur;;
1385;David Lingelbach;Auteur;;
1386;C. van Ditsom;Auteur;;
1387;M. Adriaensz Gevelman;Auteur;;
1388;J. van Geleyn;Auteur;;
1389;Thomas Arendsz;Auteur;;
1390;Josua Eyssen & Anna Elisabeth Coster;Bruidspaar;1684.0;
1391;D. Coster;Auteur;;
1392;Nicolaas Corver & Agneta Hasselaer;Bruidspaar;1685.0;
1393;Hieronimus Terwe & Maria van de Ryp;Bruidspaar;1685.0;
