id;label;function;year;place_print
1394;Daniel Doornick & Elizabeth Heynen;Bruidspaar;1687.0;
1395;C. Hoogendorp;Auteur;;
1396;Joost Hoofman & Sara van Amerongen;Bruidspaar;1688.0;
1397;Elizabeth Hoofman;Auteur;;
1398;Cornelis van Walre & Cornelia van Beusecom;Bruidspaar;1689.0;
1399;Joan van Vollenhove & Maria Palm;Bruidspaar;1690.0;
1400;Nicolaas Le Seutre & Geertruyd Out;Bruidspaar;1690.0;
1401;N.D. Beths;Auteur;;
1402;Johannes (Jr) Bredenburg;Auteur;;
1403;Joan van Norden & Arlandyne van Hoorn;Bruidspaar;1691.0;
1404;Antony Tael & Brechtland Brasser;Bruidspaar;1691.0;
1405;Dirk Buisero;Auteur;;
1406;Elias Teyler de Vlieger;Auteur;;
1407;Huibert van Speek & Elizabet Vollenhove;Bruidspaar;1692.0;
1408;J. Carel;Auteur;;
1409;A.V.H.;Auteur;;
1410;Jacob van Mollem & Maria Zydervelt;Bruidspaar;1692.0;
1411;Joan Elias Huidekooper & Agatha Hasselaar;Bruidspaar;1692.0;
1412;Jean Linnich & Anna van Leuvenich;Bruidspaar;1693.0;
1413;W.L. van Coppenol;Auteur;;
1414;Antoni Rutgers & Maria Rutgers;Bruidspaar;1694.0;
1415;Johannes Popta & Anna Timmermans;Bruidspaar;1694.0;
1416;Jan Wolphertz & Catrina de Regt;Bruidspaar;1694.0;
1417;Joan Teyler & Maria van Geleyn;Bruidspaar;1695.0;
1418;Jacob van der Voore & Sara Galenus;Bruidspaar;1695.0;
1419;Dirk ten Kate & Johanna Kist;Bruidspaar;1696.0;
1420;Pieter Bernagie;Auteur;;
1421;Isaac Feitama;Auteur;;
1422;N. ten Kate;Auteur;;
1423;Catharina van der Meersch;Auteur;;
1424;Paschyna van Mazeyk;Auteur;;
1425;Martinus Crellius;Auteur;;
1426;P. van der Meersch;Auteur;;
1427;Joan van der Helst & Petronella Hobbe;Bruidspaar;1696.0;
1428;R. Stapel;Auteur;;
1429;Johannes van de Ryp & Judith ten Kate;Bruidspaar;1696.0;
1430;Theodoor ten Kate & Johanna Kist;Bruidspaar;1696.0;
1431;Joannes Boelema & Geertruid van der Lip;Bruidspaar;1697.0;
1432;J. de Roode;Auteur;;
1433;Regnerus de Lover;Auteur;;
1434;Michiel Elias & Maria Margareta Wiltschut;Bruidspaar;1697.0;
1435;Abraham Welzing;Auteur;;
1436;Arent van Gysen;Auteur;;
1437;Anthony Timmerman & Agneta van Eyck;Bruidspaar;1697.0;
1438;Gale Gales & Katarina La Clé;Bruidspaar;1698.0;
1439;Jacob Feitama & Sara van Lennep;Bruidspaar;1698.0;
1440;Gerard Reessen & Geertruid van der Keere;Bruidspaar;1698.0;
1441;Anthony Bogaert;Auteur;;
1442;François de A.W. Kaarsgieter;Auteur;;
1443;Pierre Marin;Auteur;;
1444;Gerard Hilken & Anna Brants;Bruidspaar;1698.0;
1445;Jan de Water;Auteur;;
1446;François Kox & Sara de Stoppelaar;Bruidspaar;1698.0;
1447;François de Kaarsgieter;Auteur;;
1448;Matheus de Neufville & Maria de Neufville;Bruidspaar;1699.0;
1449;Abraham Hoorens & Catharina Linnich;Bruidspaar;1699.0;
1450;Abraham Gryspaard & Susanna de Munnik;Bruidspaar;1700.0;
1451;Johannes Wallis;Auteur;;
1452;Pieter van Toorenburg;Auteur;;
1453;Adriaan van Houten;Auteur;;
1454;Abraham Verhammen & Catharina de Neufville;Bruidspaar;1700.0;
1455;Isaac Simkinson & Elizabeth Clifford;Bruidspaar;1700.0;
1456;P.M. D.S.;Auteur;;
1457;Guillermo Du Try & Cornelia Houtman;Bruidspaar;1700.0;
1458;Adriaan Oets & Maria de Lange;Bruidspaar;1700.0;
1459;Daniel Cornelisz Hoorens & Margareta Blok;Bruidspaar;1700.0;
1460;Abraham Verhamme & Maria Snep;Bruidspaar;1700.0;
1461;Daniel Hoorens Cornelisz & Margareta Block;Bruidspaar;1700.0;
1462;Jan van Halmael & Cornelia de Veer;Bruidspaar;1701.0;
1463;J.J. Coppenol Efflant;Auteur;;
1464;Isaac Teyler & Maria van der Hulst;Bruidspaar;1701.0;
1465;N. Verbeek;Auteur;;
1466;Jan van Dalen;Auteur;;
1467;George Hoffham & Geertruida Geelings;Bruidspaar;1701.0;
1468;Jacob van der Keere & Johanna Verhammen;Bruidspaar;1702.0;
1469;Hendrik van Beeck & Debora van Vollenhoven;Bruidspaar;1702.0;
1470;Anthony Hoorens & Margareta Geldorp;Bruidspaar;1703.0;
1471;S. van Elsland;Auteur;;
1472;François van Halmael & Sara de Witt;Bruidspaar;1703.0;
1473;Jacob Dankers & Maria Kennemer;Bruidspaar;1703.0;
1474;Dirck Bruininck & Catharina Inses;Bruidspaar;1705.0;
1475;Jacob Marchant & Jorina Copyn;Bruidspaar;1705.0;
1476;Cornelis Marchant;Auteur;;
1477;A. Grosthuysen;Auteur;;
1478;Pieter van der Biet & Maria Koning;Bruidspaar;1705.0;
1479;Abraham (Jr) Verhammen & Johanna Maria Slagregen;Bruidspaar;1705.0;
1480;Coenraad Christoffers & Klare Margarete Volkerts;Bruidspaar;1705.0;
1481;Pieter Nuyts;Auteur;;
1482;Pieter Reeland & Eva Govertz;Bruidspaar;1705.0;
1483;Gebroeders Brouerius & Gezusters Hermansz.;Bruidspaar;1705.0;
1484;Willem van Reesema & Katharina Gryspeert;Bruidspaar;1706.0;
1485;Petrus Castelein;Auteur;;
1486;Abraham van den Bergh & Susanna van Arckel;Bruidspaar;1706.0;
1487;Johannes de Haan & Sibilla van de Sand;Bruidspaar;1706.0;
1488;Jan van Aken & Elizabet Vermeersch;Bruidspaar;1706.0;
1489;Hendrik J.V.L. Leeuwschen;Auteur;;
1490;Jan Kalckoen;Auteur;;
1491;David Slyk & Maria Facett;Bruidspaar;1706.0;
1492;Arnold van Oud & Geertruid Haak;Bruidspaar;1706.0;
1493;Jan Hondius & Elizabeth Visscher;Bruidspaar;1706.0;
1494;L.C. J.J.O.;Auteur;;
1495;Peter Vlaming & Wynanda Calkoen;Bruidspaar;1706.0;
1496;Dirk Velthaan & Agneta Hakkebort;Bruidspaar;1707.0;
1497;Jan Popta & Susanna Hakkebort;Bruidspaar;1707.0;
1498;Coenraad van Vollenhoven & Susanna van Diepenbroek;Bruidspaar;1707.0;
1499;Coenraad van Diepenbroek;Auteur;;
1500;Jan Swart & Sara van Heule;Bruidspaar;1707.0;
1501;Joannes Bontekoning & Cornelia Ubbenius;Bruidspaar;1707.0;
1502;Pieter van der Heyden & Joanna Berveling;Bruidspaar;1707.0;
1503;Hermanus Berveling;Auteur;;
1504;H. van der Heyden;Auteur;;
1505;Michiel Blok & Maria van Beeck;Bruidspaar;1707.0;
1506;George Clifford & Johanna Bouwens;Bruidspaar;1707.0;
1507;Ambrosius Gosche & Anna van Oudshoorn;Bruidspaar;1707.0;
1508;Pieter Delcourt;Auteur;;
1509;Andries Dorp & Adriana Styvers;Bruidspaar;1707.0;
1510;Abraham van Heule & Aemilia Perling;Bruidspaar;1707.0;
1511;Jacob Verbeek & Maria van Raat;Bruidspaar;1708.0;
1512;Jan Egels & Maria Snep;Bruidspaar;1708.0;
1513;Johannes Hol & Margareta van Westerhoven;Bruidspaar;1708.0;
1514;Jan van Westerhoven;Auteur;;
1515;Cornelis Marchant & Christina Uilenberg;Bruidspaar;1708.0;
1516;Jan Nieuwkerk & Sara Boursse;Bruidspaar;1708.0;
1517;Jan van Pomeren & Hendrina Gryspeert;Bruidspaar;1709.0;
1518;D. Bronsveldt;Auteur;;
1519;Hendrik Haye & Cathalina Veldhaan;Bruidspaar;1709.0;
1520;Hendrik van Speek & Catharina van Oosten;Bruidspaar;1710.0;
1521;Nicolaas Asschenbergh & Sophia Hartgers;Bruidspaar;1710.0;
1522;Koenraed van Schellebeeck & Anna Magdalena Lund;Bruidspaar;1711.0;
1523;Lourens Wiegersma & Anna Lutsekerk;Bruidspaar;1711.0;
1524;J.H. J.T. J.W.;Auteur;;
1525;W. Sknilletjes;Auteur;;
1526;J. Wesselink;Auteur;;
1527;Nicolaas van Veen & Anna Asschenberg;Bruidspaar;1711.0;
1528;Jan Hinlopen & Johanna van Goor;Bruidspaar;1712.0;
1529;Joannes Bogaert;Auteur;;
1530;Jan Jz van Keulen & Margareta Thin;Bruidspaar;1712.0;
1531;Ludowina Konst;Auteur;;
1532;Everhard Kraeyvanger;Auteur;;
1533;J.F.;Auteur;;
1534;Francois van Harencarspel & Anna Apolonia Looten;Bruidspaar;1712.0;
1535;Anthony Deutz & Ida Agata Temminck;Bruidspaar;1713.0;
1536;Adriaan de Wacker;Auteur;;
1537;Joan Marcus & Anna van Norden;Bruidspaar;1714.0;
1538;Johannes Wils & Johanna Parent;Bruidspaar;1714.0;
1539;J. de Graaff;Auteur;;
1540;T. van Velsen;Auteur;;
1541;Anthony van den Bogaard & Sara Cardoes;Bruidspaar;1714.0;
1542;Isaak Oostenraat & Maria van den Bogaard;Bruidspaar;1715.0;
1543;Evert Franse & Alida Groenewoud;Bruidspaar;1715.0;
1544;Jan Oosterwyk & Sara Groenewoud;Bruidspaar;1715.0;
1545;Abraham Voegen & Joanna Kroplant;Bruidspaar;1716.0;
1546;Christiaen Meyer & Johanna Petersen;Bruidspaar;1716.0;
1547;M. H.D.G.M. Petersen;Auteur;;
1548;Petersen;Auteur;;
1549;Jacob Kruytberg & Hillegonda Koning;Bruidspaar;1716.0;
1550;Joachim Refdaal & Kornelia van Speek;Bruidspaar;1716.0;
1551;Isaac Rauws & Catharina Cornelia Temminck;Bruidspaar;1716.0;
1552;Pieter Kops & Maria Barnaarts;Bruidspaar;1716.0;
1553;Dirk van Lennep & Catharina de Neufville;Bruidspaar;1716.0;
1554;Balthasar Scött & Constantia Aletta Coymans;Bruidspaar;1716.0;
1555;Daniel Sluim & Maria van Grieken;Bruidspaar;1717.0;
1556;Ellart de Weer de Wit & Alida Entrop;Bruidspaar;1718.0;
1557;Johannes de Wit (Jr);Auteur;;
1558;Petrus de Wit;Auteur;;
1559;Laurens de Haan;Auteur;;
1560;Henriette Elizabeth de With;Auteur;;
1561;Jacobus de Groot;Auteur;;
1562;Daniel Nicolaes Olbers & Alida Elisabeth du Bucquoy;Bruidspaar;1718.0;
1563;Jan Goukens & Belia Greving;Bruidspaar;1718.0;
1564;Zeger van Son & Petronella de Wacker;Bruidspaar;1718.0;
1565;Hendrik Hazebroek & Ida Kornelia Marcus;Bruidspaar;1719.0;
1566;W. Marcus;Auteur;;
1567;J.Jz Marcus;Auteur;;
1568;Jan Ermen & Maria Lups;Bruidspaar;1719.0;
1569;Everard Francois Schimmelpenningh & Sara du Try;Bruidspaar;1719.0;
1570;Wynand Koch & Johanna Katharina van Malsen;Bruidspaar;1719.0;
1571;Jan van den Bosch & Cornelia Eliana Scott;Bruidspaar;1720.0;
1572;Galenus van Baerle & Johanna Willemina Streso;Bruidspaar;1720.0;
1573;Aurelia Zwartte;Auteur;;
1574;Hermanus Verwit;Auteur;;
1575;L. Ryk;Auteur;;
1576;Pieter Mayden & Elizabeth Seevenhuysen;Bruidspaar;1720.0;
1577;Joannes  Oosterwyk;Auteur;;
1578;Henrik van Halmael & Cathrina van Boorn;Bruidspaar;1720.0;
1579;Jan van Dinteren & Susanna Coleprys;Bruidspaar;1721.0;
1580;François Vasmer & Geertruy van Drielst;Bruidspaar;1721.0;
1581;Fs van Zoelen;Auteur;;
1582;Hermanus Uytwerf & Elisabeth van Amelonsen;Bruidspaar;1721.0;
1583;Pieter van Loon & Agneta Graswinckel;Bruidspaar;1722.0;
1584;David Barnaart & Maria van Diepenbroek;Bruidspaar;1722.0;
1585;Jacob Gerritze Stip & Cristina Tymese Kleyn;Bruidspaar;1723.0;
1586;Marten Schrick & Catharina van Hemert;Bruidspaar;1723.0;
1587;Jan de Heeger & Suzanna Swigtenheuvel;Bruidspaar;1723.0;
1588;Jan Silvius & Alida Cövens;Bruidspaar;1723.0;
1589;David de la Vigne & Suzanna Griffin;Bruidspaar;1723.0;
1590;Jan van Loon & Cornelia Munter;Bruidspaar;1724.0;
1591;Jan Putter & Grietje Kuynder;Bruidspaar;1724.0;
1592;Jan de Haan Abrahamsz. & Catharina de Haan;Bruidspaar;1724.0;
1593;Isaac Nylant & Johanna de Veer;Bruidspaar;1725.0;
1594;Abraham de Veer;Auteur;;
1595;Isaac Kintsius;Auteur;;
1596;Pieter de Veer;Auteur;;
1597;Nicolaas Hoppenaar & Debora Vestenburgh;Bruidspaar;1725.0;
1598;Cornelis Vestenburgh;Auteur;;
1599;Pieter Haak & Wynanda van Loozen;Bruidspaar;1725.0;
1600;Ysbrand Ysbrandsz Vincent & Johanna Paauw;Bruidspaar;1726.0;
1601;Levinius Vincent;Auteur;;
1602;Frederik Verbrugge & Margareta Catharina Duyvensz;Bruidspaar;1726.0;
1603;Valerius Doitsma;Auteur;;
1604;Thaddaeus Hardeboll';Auteur;;
1605;Andries van Schaeck & Katharina Haack;Bruidspaar;1726.0;
1606;Dirk Meysenheym & Wilmina Borchers;Bruidspaar;1726.0;
1607;Jan Walien Hendriksz. & Geertruit Eppenhof;Bruidspaar;1726.0;
1608;Willem van der Moesel & Catharina Margreta Rokogh;Bruidspaar;1727.0;
1609;Antonia F.R. Bakx;Auteur;;
1610;Jan Wenkink & Belia van Nuld;Bruidspaar;1727.0;
1611;Nicolaas Jongsma & Anna Bonnama;Bruidspaar;1728.0;
1612;Samuel Wiselius & Sara van der Linde;Bruidspaar;1729.0;
1613;Andreas Wolff & Elisabeth Henrietta Snitquer;Bruidspaar;1730.0;
1614;Joan Muysken & Catharina Regina van Romond;Bruidspaar;1730.0;
1615;Hendricus Broes & Susanna van der Biet;Bruidspaar;1731.0;
1616;Jan William Westerveld & Geertruy Verpoorten;Bruidspaar;1735.0;
1617;Jan Verpoorten;Auteur;;
1618;Gerred de Broen;Auteur;;
1619;Jan Hendrik Cramer & Clara Maria Christoffers;Bruidspaar;1736.0;
1620;Gerard Bouricius;Auteur;;
1621;Jacob Coenraadsz Christoffers;Auteur;;
1622;C. Christoffers;Auteur;;
1623;Jan Christoffers;Auteur;;
1624;Marten Blöte & Elisabeth de Bruyn;Bruidspaar;1737.0;
1625;P. Blöte;Auteur;;
1626;J. de (Jr) Bruyn;Auteur;;
1627;Jacobus de Laater;Auteur;;
1628;Paulus Loot & Margareta Verhammen;Bruidspaar;1737.0;
1629;Rudolph Willem van Pabst & Anthonia Huygens;Bruidspaar;1737.0;
1630;Hendrik Meysenheym & Maria van Werven;Bruidspaar;1738.0;
1631;Hendrik Meysenheym (Jr);Auteur;;
1632;Hendrik (Jr) Graauwhart;Auteur;;
1633;Maria Graauwhart;Auteur;;
1634;Hendrik van Castrop;Auteur;;
1635;J.V.D.H.;Auteur;;
1636;Petrus Conradi & Christina van der Valk;Bruidspaar;1741.0;
1637;Johannes M.C.V.H. Schrader;Auteur;;
1638;J.H. J.C.;Auteur;;
1639;Jan Adriaan Victer & Abilia Gillis;Bruidspaar;1743.0;
1640;Anna Camper;Auteur;;
1641;Gysbert Gillis;Auteur;;
1642;Gerrit de Haas;Auteur;;
1643;Emilia Gillis;Auteur;;
1644;Anna de Haas;Auteur;;
1645;H.C.;Auteur;;
1646;L.P. van Eyk;Auteur;;
1647;Jan Adriaen van Eyk;Auteur;;
1648;Joannes van den Broek;Auteur;;
1649;Hendrik van der Hooght & Anna Maria de Melander;Bruidspaar;1745.0;
1650;J. de Melander;Auteur;;
1651;Isaac de Melander;Auteur;;
1652;J. van der Hooght;Auteur;;
1653;Hendrik jr Graauwhart;Auteur;;
1654;Daniël Adrianus Beukelaar & Anna Maria Kerkhoven;Bruidspaar;1746.0;
1655;Theodorus Crajenschot;Drukker;;Amsterdam
1656;Jan Willem Kerkhoven;Auteur;;
1657;Rudolph Marcus;Auteur;;
1658;Egbert Kleyn;Auteur;;
1659;Jan de Vries;Auteur;;
1660;H.G. (Jr);Auteur;;
1661;E.J. van Arrewyne;Auteur;;
1662;Joannes Bollard;Auteur;;
1663;Bernardus Dronryp & Anna Cornelia van der Hooght;Bruidspaar;1746.0;
1664;Cornelis van Rhenen & Cecilia Beeke;Bruidspaar;1747.0;
1665;Cornelis van Rhenen;Auteur;;
1666;Cecilia Beeke;Auteur;;
1667;Petronella Beeke;Auteur;;
1668;Abigail van Rhenen;Auteur;;
1669;Elizabeth van Esterwegen;Auteur;;
1670;Simon Jansz Beeke;Auteur;;
1671;J.E. Sasselee;Auteur;;
1672;B.S.S.;Auteur;;
1673;Henricus Beeke;Auteur;;
1674;Mathys Verdonk;Auteur;;
1675;Paulus Visscher & Clasina Hekhuysen;Bruidspaar;1747.0;
1676;Adriana Beeke geb. Visscher;Auteur;;
1677;Catharina Visscher;Auteur;;
1678;Anna Visscher;Auteur;;
1679;Gerard Visscher;Auteur;;
1680;Gerardus de Broen & Margareta Dronkemol;Bruidspaar;1748.0;
1681;Jan Remery;Auteur;;
1682;Pieter van Buytene & Maria van Spyk;Bruidspaar;1748.0;
1683;J. Houtman;Auteur;;
1684;Theodorus Henricus Erkelens & Maria Sasselee;Bruidspaar;1748.0;
1685;Clemens August Maria van Kerckerinck & Isabella Louisa de Surmont;Bruidspaar;1748.0;
1686;Jan Punt & Johanna Maria Chicot;Bruidspaar;1748.0;
1687;Abraham Maas;Auteur;;
1688;Jacob Cornelis Schoots van Capelle & Elizabeth Sophia Hecker;Bruidspaar;1748.0;
1689;L. Helper;Auteur;;
1690;Jacob Vos;Auteur;;
1691;Carel Roos;Auteur;;
1692;H. Wibbing;Auteur;;
1693;Jacobs Cornelis Schoots van Capelle & Elisabeth Sophia Hecker;Bruidspaar;1748.0;
1694;Michiel van Bommel & Maria Ackerman;Bruidspaar;1749.0;
1695;Willem de Bruyn & Maria Geertruyda van der Linden;Bruidspaar;1749.0;
1696;Pieter Coeymans;Auteur;;
1697;Js Liphart;Auteur;;
1698;Jan van Cralingen & Elisabeth de Bruyn;Bruidspaar;1749.0;
1699;Clara de Bruyn;Auteur;;
1700;Jacob P.B.B. Freni;Auteur;;
1701;Jacob Campen;Auteur;;
1702;Pieter van den Bosch;Auteur;;
1703;Gerard Muyser & Geertruida Roscam;Bruidspaar;1749.0;
1704;Gerard Muyser;Auteur;;
1705;Sara Lomannus;Auteur;;
1706;Jan Willem Roscam;Auteur;;
1707;Willem Schuit;Auteur;;
1708;Christoffel Brandt;Auteur;;
1709;Henri Jean Roullaud;Auteur;;
1710;Joannes Franciscus Delsing;Auteur;;
1711;Pieter Hoogenhuysen;Auteur;;
1712;Joannes Bloemen & Colomba Duyn;Bruidspaar;1750.0;
1713;T.J. Ewald;Auteur;;
1714;Caspar Boekholtz & Cornelia Margareta Camerbeek;Bruidspaar;1750.0;
1715;D. Boekholtz;Auteur;;
1716;Splinterus Françiscus Camerbeek;Auteur;;
1717;Arnoldus van Brienen;Auteur;;
1718;Johannes van K.V.D. Brienen;Auteur;;
1719;Willem Theodorus Huygens & Henrietta Cornelia van Marselis;Bruidspaar;1750.0;
1720;Nicolaas Faas;Auteur;;
1721;David Melissen & Cornelia Polster;Bruidspaar;1750.0;
1722;Jan Pietersz van de Poll (1726-1781) & Sara de La Court;Bruidspaar;1750.0;
1723;Vryhart;Auteur;;
1724;Pieter van de Poll & Catharina Susanna van den Bempden;Bruidspaar;1750.0;
1725;Jacob Posthumus & Willemina Hellingh;Bruidspaar;1750.0;
1726;Pieter Posthumus;Auteur;;
1727;Laurens Hellingh;Auteur;;
1728;Maria Posthumus;Auteur;;
1729;Johannes Menkema;Auteur;;
1730;Pieter Voltelen;Auteur;;
1731;C.;Auteur;;
1732;Jan van den Hoed & Cornelia Branger;Bruidspaar;1751.0;
1733;Reynier van Houtum & Elisabeth Maria Delsing;Bruidspaar;1751.0;
1734;Maria Cornelia van den Idsert;Auteur;;
1735;J. Delsing;Auteur;;
1736;Cornelis de Wolff;Auteur;;
1737;Bernardus Beeke;Auteur;;
1738;Pieter Neuman & Alida Gaffelbroek;Bruidspaar;1751.0;
1739;Jean Joachim Parelle & Maria Branger;Bruidspaar;1751.0;
1740;Kornelis van Dokkum;Auteur;;
1741;Jean Rigail & Marthe Ferrieres;Bruidspaar;1751.0;
1742;Jean Rigail (Jr);Auteur;;
1743;Isaäc Corneille Rigail;Auteur;;
1744;Jeanne Rigail;Auteur;;
1745;Isaäc Pierre Lalauze;Auteur;;
1746;Nicolaas Ryke & Johanna Christina Kramer;Bruidspaar;1751.0;
1747;Jan Baptista Ryke;Auteur;;
1748;Jean Philip Gillis & Maria Agnes Michel;Bruidspaar;1752.0;
1749;Jan Willem Kerkhoven & Catharina Margaretha Smit;Bruidspaar;1752.0;
1750;Anna Maria Beukelaar geb. Kerkhoven;Auteur;;
1751;Pieter Kerkhoven;Auteur;;
1752;J. van den Kommer;Auteur;;
1753;Pieter Bol;Auteur;;
1754;Anthony Spatsier;Auteur;;
1755;Adriaan Koning;Auteur;;
1756;Jan Cornelis Lampsins & Margaretha Sautyn;Bruidspaar;1752.0;
1757;Gijsbert van Leeuwen & Anna Maria Teerink;Bruidspaar;1752.0;
1758;Jacques de Superville & Maria Noose;Bruidspaar;1752.0;
1759;Dirk van Schorrenbergh & Johanna Maria de Roy;Bruidspaar;1753.0;
1760;Gerard de Roy;Auteur;;
1761;Jan George ten Sande & Elizabeth Jaspers;Bruidspaar;1753.0;
1762;Christoffel Meylink & Henrica Seyger;Bruidspaar;1753.0;
1763;Antonius Christianus Meylink;Auteur;;
1764;Joannes Meylink;Auteur;;
1765;Catharina Margareta Meylink;Auteur;;
1766;Maria Agnes Meylink;Auteur;;
1767;Arnoldus van Rootzelaar & Elizabeth Ordykus;Bruidspaar;1753.0;
1768;M. D.G. Ordykus;Auteur;;
1769;Wessel van Buren & Elisabeth Rynders;Bruidspaar;1754.0;
1770;Sara van Buren;Auteur;;
1771;Cunera van Zee;Auteur;;
1772;Hendrik van Schalkwyk & Christina Katharina Del Borgo;Bruidspaar;1754.0;
1773;Joan Scherenberg & Helena Cornelia Smith;Bruidspaar;1754.0;
1774;Anna Catharina Smith;Auteur;;
1775;Johanna Jacoba Scherenberg Smith;Auteur;;
1776;Jan Willemsz Veening;Auteur;;
1777;Gualtherus Schouten & Joanna Catharina Coppens;Bruidspaar;1754.0;
1778;Hermanus van Aalst & Theodora van Hillegom;Bruidspaar;1755.0;
1779;Coenraad van Hillegom;Auteur;;
1780;Pedro Jil de Olondriz & Helena Maria Staats;Bruidspaar;1755.0;
1781;Hendrik Gerritsz Staats;Auteur;;
1782;Hendrik van Wayenburg & Catharina ten Sande;Bruidspaar;1755.0;
1783;Jan George ten Sande;Auteur;;
1784;Joannes van Wayenburg;Auteur;;
1785;Joannes van Wayenburg & Anna Maria Schrant;Bruidspaar;1755.0;
1786;Hendrik van Wayenburg;Auteur;;
1787;Bernardus Woortman & Maria Roos;Bruidspaar;1755.0;
1788;Cornelis Bartholomeusz van Lommen & Sara van Buren;Bruidspaar;1756.0;
1789;Arnoldus van der Maat;Auteur;;
1790;Antoni van Lommen;Auteur;;
1791;Jacobus Crajenschot;Auteur;;
1792;Maria Catharina ten Oever;Auteur;;
1793;Jan Maree & Elizabeth Gerritzen Klyn;Bruidspaar;1756.0;
1794;Geertruida Maree;Auteur;;
1795;Maria Maree;Auteur;;
1796;Cornelis de Roeper & Margareta Beverdyk;Bruidspaar;1756.0;
1797;Lambertus Wilmes & Maria Slummer;Bruidspaar;1756.0;
1798;Jan Sinkel;Auteur;;
1799;Henricus van Wyngaarden & Maria Cornelia van den Idsert;Bruidspaar;1756.0;
1800;C. Carli;Auteur;;
1801;Hieronimus van Beurden & Elisabeth Houwert;Bruidspaar;1757.0;
1802;Cornelis Albertus Cock & Johanna Margaretha Bout;Bruidspaar;1757.0;
1803;Johannes Bout;Auteur;;
1804;Schelte Albertse Cock;Auteur;;
1805;Joannes Franciscus Delsing & Maria Catharina van Houtum;Bruidspaar;1757.0;
1806;E.F. Pelgrom;Auteur;;
1807;Reynier van Houtum;Auteur;;
1808;Guilleaume Bernabé Pietersz de Labat & Elizabeth Adriana Hoffham;Bruidspaar;1757.0;
1809;A. de Labat;Auteur;;
1810;Hendrik Hoffham;Auteur;;
1811;J. Hoffham;Auteur;;
1812;Jan Hartgers Asschenberg;Auteur;;
1813;Marcus van Arp;Auteur;;
1814;J.W. van Arp;Auteur;;
1815;Daniel Hendrik Stephan;Auteur;;
1816;Bernardus de Roy & Helena Urzula Brack;Bruidspaar;1757.0;
1817;Anna Maria de Roy;Auteur;;
1818;Willem Anthonie de Roy;Auteur;;
1819;Diderik Schutte & Anna van Buren;Bruidspaar;1757.0;
1820;Jacoba Schutte;Auteur;;
1821;Elisabeth Schutte;Auteur;;
1822;Herman Ottoz. Schutte;Auteur;;
1823;Diderik Ottoz. Schutte;Auteur;;
1824;B.T.;Auteur;;
1825;H.v.B.;Auteur;;
1826;Lambertus Warninck & Maria Aletta Beudeker;Bruidspaar;1757.0;
1827;E. L.O. Beudeker;Auteur;;
1828;Daniël Beudeker;Auteur;;
1829;Joannes Henricus Belleflam & Maria Gesiena Ruhoff;Bruidspaar;1758.0;
1830;Jacobus Hermanus Belleflam;Auteur;;
1831;Joannes Jacobus Jotzselaar;Auteur;;
1832;Joannes Michaël Lageman;Auteur;;
1833;Jacob Louis Gilles & Geertrudis Maria Roest;Bruidspaar;1758.0;
1834;C.J. Gilles;Auteur;;
1835;Jan Hendrik Duisenberg & Alida Brandt;Bruidspaar;1759.0;
1836;Simon Styl;Auteur;;
1837;Louis André & Johanna van Maasland;Bruidspaar;1759.0;
1838;Sebastiaan Vin;Auteur;;
1839;Abraham Mylius & Elisabeth Ida Seignette;Bruidspaar;1759.0;
1840;Benjamin Mylius;Auteur;;
1841;Anthon Ulrich van Pleuren;Auteur;;
1842;Nicolaas Vin & Antonettha Bottier;Bruidspaar;1759.0;
1843;Jean Bottier;Auteur;;
1844;Jaques Giraudet & Esther Pecheur;Bruidspaar;1760.0;
